,Potential_Customer,Cust_Last_Purchase,Pur_3_years,Pur_5_years,Pur_3_years_Indirect,Pur_5_years_Indirect,Pur_latest,Pur_3_years_Avg,Pur_5_years_Avg,Pur_3_years_Avg_Indirect,InAct_Last,InAct_First,Ad_Res_1_year,Ad_Res_Ind_1_Year,Status_Cust,Status_Latest_Ad,Age,Gender,Cust_Prop,Cust_Ann_Income,Total_5_yrs_purchase
2588,1,17,5,5,3,3,12,11.2,11.2,11.33,16,24,14,6,N,1,60,M,U,44284.5,8
2589,0,0,3,3,2,2,12,10.67,10.67,8.5,15,26,13,6,N,0,45,M,H,54501,5
2590,0,0,4,5,3,3,12,12,11.6,12,15,28,14,6,A,1,32,F,H,56064,8
2591,0,0,3,13,3,6,12,10.67,8.77,10.67,21,64,13,6,S,1,43,F,U,36858,19
2592,0,0,1,20,0,11,12,12,2.98,0,20,130,11,4,A,1,71,M,U,31101,31
2593,0,0,4,17,3,11,12,11.75,9.65,11.67,23,79,12,6,A,1,55,F,H,52428,28
2594,0,0,5,12,2,4,12,10.2,8.25,10.5,16,77,15,6,A,0,37,F,H,75325,16
2595,1,10,3,15,1,9,12,9,5.6,5,18,126,15,6,S,1,67,F,H,32033,24
2596,0,0,3,11,3,9,12,15.67,15.82,15.67,16,116,13,6,A,0,37,F,H,53531,20
2597,0,0,1,22,1,14,12,12,7.36,12,21,123,11,5,A,1,50,F,H,29867,36
2598,0,0,2,3,1,1,12,11,10.67,10,18,23,12,6,N,0,60,M,U,44284.5,4
2599,0,0,6,10,4,5,12,11.17,10,11,16,44,12,6,A,1,61,M,H,47412,15
2600,0,0,2,12,2,8,12,12.5,9.67,12.5,18,75,8,4,S,1,57,M,H,27089,20
2601,1,25,6,10,2,3,12,11.83,11.1,11.5,15,53,14,6,A,1,77,M,H,35412,13
2602,1,12,4,16,3,13,12,10.5,9.19,10.67,16,130,9,4,S,1,71,M,U,40054,29
2603,0,0,1,14,0,6,12,12,11.5,0,18,92,12,4,A,1,35,M,U,40104,20
2604,1,15,4,4,3,3,12,10.5,10.5,10.67,17,29,13,6,A,1,60,M,U,44284.5,7
2605,0,0,1,17,0,9,12,12,10.24,0,26,124,9,4,A,1,43,M,U,65147,26
2606,0,0,3,3,2,2,12,10.67,10.67,11,17,24,14,6,N,1,31,M,H,52067,5
2607,1,16,4,7,3,5,12,10.5,9,10.67,16,53,14,6,A,1,43,F,U,44284.5,12
2608,0,0,0,17,0,10,12,0,9.94,0,26,125,12,4,A,1,70,M,H,75533,27
2609,1,12,3,20,2,13,12,12.33,6.35,12.5,26,125,9,4,A,1,69,F,H,51568,33
2610,0,0,5,10,2,4,12,11,10.3,11,19,44,13,6,A,0,60,M,H,60349,14
2611,1,12,4,11,4,7,12,9.5,7.64,9.5,15,69,13,6,A,1,49,M,U,44284.5,18
2612,0,0,3,3,2,2,12,11.33,11.33,11,18,24,13,6,N,0,60,F,U,44284.5,5
2613,1,15,2,8,2,5,12,11,14,11,17,81,25,5,A,1,67,F,H,32481,13
2614,1,12,4,7,0,2,12,12.25,9.43,0,15,57,11,5,A,0,60,M,U,44284.5,9
2615,1,11,4,20,2,10,12,10.5,8.5,9.5,18,93,13,6,S,1,60,M,U,44284.5,30
2616,0,0,2,11,0,6,12,11,7.45,0,17,101,13,6,A,1,60,F,U,37273,17
2617,0,0,6,8,2,3,12,10.33,9,10,18,40,14,6,A,0,60,F,U,44284.5,11
2618,1,12,1,19,1,12,12,12,5.58,12,18,128,12,5,A,1,62,M,U,44409,31
2619,0,0,4,20,3,11,12,9.25,9.65,9,21,116,12,6,S,1,60,F,U,44284.5,31
2620,1,10,6,9,4,5,12,9,8,9.75,17,41,14,6,A,1,67,M,U,57224,14
2621,1,13,4,12,2,4,12,11,9.5,12,16,90,8,4,A,1,73,M,H,41963,16
2622,1,11,4,10,3,7,12,9.5,9.8,8.67,19,67,13,6,A,1,61,M,H,41963,17
2623,0,0,4,9,3,5,12,12,10.89,12,17,68,16,6,A,1,75,M,H,62310,14
2624,1,12,4,12,3,6,12,10.5,10.17,9,18,128,13,5,A,1,17,F,U,71303,18
2625,1,10,2,8,1,6,12,15,10.88,10,8,63,23,11,A,1,49,M,H,80468,14
2626,1,10,4,4,2,2,12,10.5,10.5,10,18,32,12,6,A,0,77,F,H,89045,6
2627,0,0,2,14,1,8,12,11,7.21,12,20,125,13,6,A,0,36,M,H,48304,22
2628,0,0,4,11,0,5,12,11,8.73,0,19,126,13,6,A,0,82,F,U,44284.5,16
2629,0,0,3,22,1,14,12,11.33,11,10,18,126,12,5,A,1,55,F,H,76424,36
2630,1,12,1,21,0,12,12,12,7.81,0,19,125,12,5,A,1,68,M,U,54499,33
2631,0,0,6,6,3,3,12,6.83,6.83,5.67,19,32,12,6,A,0,60,F,U,52821,9
2632,0,0,1,9,1,5,12,10,9.56,10,17,116,13,6,A,0,77,M,U,44225,14
2633,1,11,3,13,0,5,12,12,10.31,0,16,74,13,6,S,1,71,F,H,35723,18
2634,1,10,4,24,2,11,12,10.5,6.88,11,16,124,7,3,S,1,59,F,U,37781,35
2635,1,20,2,4,1,1,12,7.5,9.25,10,15,21,13,6,N,0,60,M,U,44284.5,5
2636,0,0,3,14,3,11,12,12.67,9.14,12.67,22,123,12,6,S,1,64,M,U,33958,25
2637,1,12,3,12,1,8,12,11.33,6.75,12,16,126,14,6,S,1,50,F,H,49432,20
2638,0,0,3,7,2,4,12,10.67,8.71,11,15,68,8,4,A,0,59,F,H,45436,11
2639,1,15,4,22,2,12,12,10.5,8,10,18,105,12,6,S,1,60,M,H,52363,34
2640,0,0,1,15,0,6,12,12,8.6,0,19,130,10,4,A,1,76,M,H,41448,21
2641,0,0,4,4,3,3,12,7.5,7.5,6,16,33,11,5,A,0,33,F,H,47579,7
2642,0,0,3,6,3,4,12,10.67,8.5,10.67,20,53,12,6,A,1,57,F,U,44845,10
2643,1,10,5,7,4,6,12,9.6,8.57,9.5,21,44,12,6,A,1,32,M,H,54146,13
2644,0,0,6,18,5,13,12,10.67,11.39,10.4,16,128,14,6,S,1,78,M,H,91481,31
2645,0,0,6,11,3,6,12,11,8.45,13,21,76,14,6,A,1,85,F,H,36221,17
2646,1,15,3,7,2,4,12,12.67,11.29,13.5,17,56,13,6,S,1,46,F,U,44284.5,11
2647,1,10,4,19,1,12,12,11,8.58,10,18,130,14,6,S,1,80,M,U,44284.5,31
2648,0,0,3,12,3,7,12,10.67,10.58,10.67,18,69,12,5,A,1,85,F,U,52802,19
2649,0,0,5,13,4,9,12,10.6,8.15,10.75,17,85,13,6,S,1,60,F,U,44284.5,22
2650,1,10,6,7,4,4,12,10.67,9.86,11,16,30,14,6,A,1,60,F,U,50640,11
2651,0,0,4,14,4,7,12,10.75,8.5,10.75,21,57,12,6,S,1,68,F,U,42868,21
2652,0,0,7,10,3,5,12,11.86,10.9,12.33,19,45,13,6,S,1,41,M,H,55978,15
2653,0,0,2,11,0,5,12,10,8.18,0,15,126,8,3,A,0,60,M,U,32925,16
2654,1,15,3,13,0,5,12,10.67,7,0,18,119,13,6,S,1,83,F,U,46240,18
2655,1,13,3,5,2,2,12,10.67,9.8,11,17,40,13,6,A,0,60,M,H,45895,7
2656,1,10,2,22,2,13,12,11,7.64,11,17,125,7,3,A,1,60,F,H,55750,35
2657,1,10,7,10,4,6,12,10.14,8.8,9.75,17,67,13,6,A,1,60,F,H,70265,16
2658,0,0,4,13,2,10,12,11,8,11,20,130,13,6,A,1,83,F,U,44284.5,23
2659,0,0,7,17,6,11,12,10,7.35,10,22,123,13,6,S,1,35,F,H,54270,28
2660,1,3,3,3,1,1,12,11.33,11.33,10,18,24,13,6,N,1,60,M,U,44284.5,4
2661,1,12,4,17,2,12,12,12.5,8.94,13,15,123,13,6,S,1,52,F,U,44284.5,29
2662,1,10,3,8,3,4,12,10.67,9.38,10.67,17,77,13,6,A,1,73,M,U,44284.5,12
2663,1,15,5,15,5,13,12,16.6,19.4,16.6,17,112,25,11,A,1,77,M,H,48104,28
2664,1,12,3,6,2,3,12,10.67,8.33,11,17,44,12,6,A,0,57,M,U,42146,9
2665,1,11,6,8,3,5,12,8.83,8.13,10.67,20,44,13,6,S,1,60,F,U,48750,13
2666,1,11,2,21,1,10,12,11,7,12,15,125,12,5,A,1,40,M,H,63535,31
2667,0,0,3,31,3,19,12,8,15.81,8,5,130,33,12,A,1,50,M,H,57846,50
2668,0,0,2,27,0,11,12,11,9.52,0,18,126,13,5,A,1,60,F,U,44284.5,38
2669,1,5,2,21,1,14,12,11,6.24,10,18,127,10,3,A,1,37,M,H,60348,35
2670,1,11,10,33,6,16,12,13.6,11.33,14.5,5,131,29,11,S,1,86,M,U,65650,49
2671,1,20,6,7,4,5,12,10.33,9.57,10.5,17,41,7,4,A,1,81,M,H,68536,12
2672,1,16,7,36,4,19,12,10.71,10.33,11.25,16,130,29,6,S,1,72,F,H,48333,55
2673,1,5,5,9,3,5,12,11.4,9,10.67,17,53,15,6,A,0,63,M,H,80946,14
2674,0,0,2,11,0,6,12,13.5,13.27,0,18,121,11,4,A,1,77,F,U,44284.5,17
2675,0,0,3,30,2,17,12,10.67,5.33,11,17,130,13,6,S,1,79,F,H,48514,47
2676,1,16,5,25,0,8,12,10.4,9.68,0,18,124,15,6,S,1,59,F,U,44284.5,33
2677,0,0,4,10,3,7,12,12.25,8.7,11.67,24,100,6,4,S,1,42,F,U,58342,17
2678,0,0,5,7,3,3,12,17,14.29,15,18,36,13,6,A,1,83,F,U,45833,10
2679,1,10,4,6,2,3,12,8.25,7.17,7,18,49,13,6,A,1,60,F,U,44284.5,9
2680,1,12,3,18,0,7,12,10.67,6.22,0,18,75,12,5,A,1,60,M,U,44284.5,25
2681,1,11,5,6,4,4,12,10.4,10.67,10,18,33,12,6,A,1,60,F,U,44284.5,10
2682,0,0,3,29,2,15,12,12,7.86,12,22,128,11,5,A,1,73,F,H,39150,44
2683,1,12,5,23,5,16,12,11.2,8.04,11.2,18,127,10,5,S,1,60,F,U,41070,39
2707,1,11,4,7,3,5,11,10.75,9,10.33,23,65,12,6,A,0,55,F,H,72339,12
2708,0,0,2,3,2,2,11,6,7.67,6,19,24,12,6,N,0,60,M,U,44284.5,5
2709,1,10,3,13,2,9,11,11,8.62,11,19,88,21,6,S,1,71,M,H,56942,22
2710,1,11,4,8,2,4,11,11.25,8.88,11,15,104,12,6,A,0,55,M,H,42011,12
2711,0,0,6,21,4,11,11,9.67,6.86,9.5,17,124,13,6,S,1,39,F,U,31228,32
2712,1,20,1,16,1,9,11,11,8.56,11,21,139,18,6,A,1,31,M,U,44284.5,25
2713,1,32,5,13,3,7,11,11.4,9.38,13.33,7,69,23,11,A,1,60,M,U,44284.5,20
2714,1,7,3,3,1,1,11,7.67,7.67,5,18,24,12,6,N,0,51,F,U,40079,4
2715,0,0,7,31,4,18,11,11.14,6.68,12,18,113,15,6,S,1,79,F,H,37320,49
2716,0,0,4,13,3,6,11,9.5,9.08,11,18,76,14,6,S,1,60,F,U,44284.5,19
2717,0,0,4,6,1,2,11,9.5,8.17,5,18,38,13,6,A,0,59,F,H,79452,8
2718,1,14,5,10,2,4,11,9.4,7.6,9,17,57,13,6,A,0,69,M,H,41148,14
2719,0,0,2,30,1,17,11,10,6.87,9,18,129,13,5,A,1,60,F,H,38770,47
2720,0,0,3,14,1,10,11,11.67,6.93,11,15,100,13,5,S,1,87,F,H,49642,24
2721,0,0,3,18,2,11,11,15.33,10.72,20.5,15,116,12,5,S,1,59,F,U,26733,29
2722,0,0,4,22,4,19,11,9,7.57,9,17,110,6,1,E,1,60,F,U,44284.5,41
2723,0,0,4,5,3,3,11,6.5,6.2,7,24,39,11,6,A,1,48,M,H,51335,8
2724,0,0,10,26,6,11,11,11.2,9.81,11.17,16,64,29,6,S,1,66,F,U,45337,37
2725,0,0,2,10,1,7,11,11,7.2,11,17,68,14,6,S,1,60,M,U,44284.5,17
2726,1,9,3,11,1,7,11,9.67,6.64,11,17,113,14,6,A,1,53,M,H,35884,18
2727,1,11,4,15,1,9,11,10.5,10.4,11,18,93,14,6,A,1,86,M,H,36169,24
2728,0,0,4,40,3,16,11,10.75,9.6,11,21,130,17,7,S,1,80,F,H,40290,56
2729,1,10,4,15,3,10,11,10.75,9,10.67,4,68,10,4,E,1,75,M,U,59226,25
2730,1,10,6,12,3,6,11,9.67,7.17,11,16,115,11,5,A,1,79,F,U,44789,18
2731,1,5,3,24,0,10,11,9.67,7.08,0,19,110,10,4,S,1,75,F,U,66256,34
2732,1,5,5,5,4,4,11,11.4,11.4,11.25,22,32,12,6,A,0,52,F,H,45345,9
2733,0,0,12,76,4,23,11,10.83,8.82,11,15,125,28,10,S,1,60,F,U,44284.5,99
2734,0,0,4,15,2,7,11,10.75,8.67,11.5,17,86,20,6,S,1,70,M,U,44284.5,22
2735,1,11,3,3,1,1,11,7.67,7.67,5,15,23,11,5,N,0,60,M,U,44284.5,4
2736,1,11,2,13,0,9,11,11,8.77,0,18,126,14,5,A,1,73,F,H,17589,22
2737,0,0,3,9,3,7,11,10.33,9.22,10.33,21,53,12,5,S,1,75,F,H,174305,16
2738,0,0,2,11,2,8,11,11,8.45,11,19,86,13,6,A,1,45,F,H,44284.5,19
2739,1,15,7,15,5,7,11,9.29,8.27,9.4,16,56,15,6,A,1,37,M,H,44284.5,22
2740,1,11,3,15,2,8,11,9,6.93,8,26,98,9,4,A,1,80,F,U,37481,23
2741,1,5,6,25,2,10,11,8.5,7.32,8,18,98,10,5,S,1,60,F,U,44284.5,35
2742,0,0,3,25,3,17,11,11,11.4,11,15,93,11,3,E,1,60,F,U,44284.5,42
2743,1,10,2,18,2,10,11,10,7.78,10,17,125,12,6,S,1,60,M,H,48058,28
2744,1,9,7,15,5,9,11,10.29,7.47,10.8,18,88,14,6,S,1,79,M,H,46679,24
2745,0,0,2,16,2,8,11,8,5.5,8,24,105,11,5,A,1,60,F,H,43526,24
2746,1,11,6,22,5,15,11,11.5,8,11.4,22,127,13,6,S,1,60,M,U,37149,37
2747,0,0,5,14,1,7,11,8.2,7.57,9,16,124,13,5,A,1,49,F,H,41864,21
2748,0,0,3,8,0,3,11,10.33,7,0,15,73,15,6,A,1,48,F,H,53357,11
2749,0,0,3,3,1,1,11,12,12,5,15,26,13,6,N,1,38,M,U,100406,4
2750,0,0,1,10,1,4,11,9,9.4,9,19,115,13,6,A,0,25,F,U,41918,14
2751,0,0,3,9,1,5,11,10.33,8.56,11,16,94,15,6,A,1,63,M,U,33263,14
2752,0,0,3,16,1,12,11,11,10.19,11,15,113,14,6,S,1,68,M,H,30220,28
2753,1,10,3,22,2,11,11,10.33,9,10.5,20,131,25,5,S,1,79,F,H,33438,33
2754,1,5,5,11,4,9,11,9.6,7.82,9.5,16,69,16,6,S,1,71,F,H,30455,20
2755,1,10,4,16,3,12,11,9.5,8.44,9.33,17,126,15,6,A,1,70,F,H,40054,28
2756,0,0,5,21,3,7,11,12,7.14,7.67,23,69,13,6,A,1,60,M,U,39914,28
2757,0,0,2,17,1,10,11,10,3.59,9,18,125,11,4,A,1,64,M,U,44830,27
2758,1,25,5,12,4,8,11,11.8,9.92,12.25,22,65,10,6,A,0,56,M,H,46893,20
2759,0,0,4,17,4,11,11,11,9.18,11,21,93,13,6,A,1,60,M,U,56679,28
2760,1,15,2,5,0,1,11,13,8.6,0,15,80,12,5,A,0,51,M,H,41225,6
2761,0,0,2,14,1,8,11,11.5,7.64,12,26,125,9,4,A,1,37,F,H,47016,22
2762,0,0,6,19,3,8,11,11.33,11.16,11,22,91,12,6,S,1,70,F,U,39000,27
2763,1,11,3,4,1,1,11,11,9.5,11,19,31,12,6,A,0,69,M,H,45788,5
2764,0,0,5,45,3,20,11,10.6,7.84,10.33,15,130,9,3,L,1,35,F,U,54926,65
2765,0,0,7,9,4,6,11,9.71,8.89,10.5,15,63,14,6,A,1,60,F,U,44284.5,15
2766,1,10,4,6,2,3,11,11,10.83,11.5,19,40,13,6,A,1,66,F,H,49118,9
2767,1,12,5,10,4,7,11,10.8,9.3,10.75,19,56,13,6,S,1,28,F,U,60456,17
2768,0,0,6,6,4,4,11,8.67,8.67,8.5,18,29,12,6,A,1,60,F,U,44284.5,10
2769,1,8,2,3,2,2,11,7,8.33,7,18,23,12,6,N,0,43,F,H,83609,5
2770,0,0,5,5,3,3,11,9.4,9.4,10.33,20,32,12,6,S,1,36,M,U,64385,8
2771,1,10,4,9,2,4,11,10.25,7.67,10.5,17,44,14,6,A,0,60,F,U,72352,13
2772,0,0,3,3,2,2,11,10.33,10.33,8,17,29,14,6,A,0,27,M,U,31935,5
2773,1,5,4,11,2,4,11,10.5,9.55,11,18,81,13,6,A,1,68,M,H,43750,15
2774,0,0,5,7,3,4,11,11.8,10.14,12.67,19,45,12,6,A,1,40,M,H,35723,11
2775,0,0,3,12,2,7,11,12.33,8.5,13,15,113,14,6,A,0,40,F,H,46962,19
2776,1,10,5,11,1,2,11,11.2,10.18,12,18,41,13,6,A,1,80,F,U,66942,13
2777,0,0,3,21,3,12,11,7.33,4.48,7.33,25,81,10,5,A,1,54,F,H,48034,33
2778,1,12,6,14,3,7,11,10.33,8.21,10,15,62,14,6,S,1,45,F,H,69515,21
2779,1,10,3,21,0,11,11,10.33,5.38,0,16,125,14,5,S,1,79,M,H,63092,32
2780,1,12,6,15,5,9,11,12,13,11.8,23,78,12,6,A,1,73,F,H,37197,24
2781,0,0,3,3,1,1,11,10.33,10.33,5,15,28,12,5,A,0,47,M,H,37500,4
2782,0,0,4,35,1,19,11,7.75,3.57,5,16,126,13,6,S,1,60,M,U,40184,54
2783,1,13,3,17,2,7,11,11,7.76,11,16,110,12,5,A,1,75,F,U,51208,24
2784,0,0,3,12,1,6,11,11,7.25,10,15,123,11,4,S,1,83,M,H,65729,18
2785,0,0,4,10,3,7,11,10,10.2,9.33,21,87,14,6,A,1,60,F,U,44284.5,17
2786,0,0,5,21,4,15,11,9.8,7.9,9.5,25,126,10,5,A,1,74,F,H,46571,36
2787,0,0,7,42,5,22,11,10.71,7.81,9.8,17,130,14,5,S,1,83,F,U,44284.5,64
2788,1,9,9,26,5,12,11,10.11,8.62,10,18,119,14,6,S,1,41,M,H,60262,38
2789,1,7,2,3,1,1,11,9,7.67,11,17,23,12,6,N,0,40,F,U,62556,4
2790,0,0,4,11,3,8,11,8,7.36,8,17,89,12,6,A,1,63,M,U,51954,19
2791,1,10,5,6,3,4,11,9.6,8.83,9.33,15,44,14,5,A,0,60,F,U,60373,10
2792,1,15,6,22,4,12,11,11.5,6.32,11,21,88,14,6,S,1,35,M,U,44284.5,34
2793,1,14,5,11,4,6,11,9.8,7.55,9.75,20,52,12,6,S,1,31,M,U,44284.5,17
2794,0,0,4,9,1,3,11,11.5,7.67,15,19,77,13,6,A,0,65,F,U,64000,12
2795,0,0,3,5,1,1,11,11.33,10.4,11,22,44,12,6,A,0,50,F,H,67666,6
2796,0,0,2,15,2,10,11,10,6.8,10,17,89,12,5,A,1,53,F,H,60057,25
2797,1,12,4,22,3,10,11,11,9.5,11,20,76,13,6,A,1,50,M,H,53981,32
2798,1,9,3,7,2,5,11,9.67,8,10,16,52,14,6,S,1,79,M,H,44444,12
2799,1,9,1,17,0,7,11,11,7.53,0,19,129,11,4,A,1,65,M,H,39029,24
2820,1,10,4,15,4,12,10,7.75,7,7.75,16,120,14,6,A,1,67,F,H,62230,27
2821,1,10,3,18,1,8,10,10,8.39,10,18,128,15,7,S,1,45,F,H,87665,26
2822,0,0,1,19,1,16,10,10,8.32,10,15,125,9,3,E,1,17,F,H,87665,35
2823,0,0,3,3,0,0,10,13.33,13.33,0,16,28,13,6,A,1,40,F,H,87665,3
2824,0,0,5,8,1,1,10,7.6,8.88,10,15,44,13,6,A,0,60,M,U,44284.5,9
2825,1,5,4,12,3,6,10,11,9.83,11.33,16,68,12,5,S,1,60,M,H,107272,18
2826,0,0,6,16,3,9,10,8,7.06,6.67,17,81,13,6,S,1,65,F,U,44284.5,25
2827,1,15,2,7,1,2,10,12.5,9,15,17,45,27,6,A,0,60,M,H,106020,9
2828,1,10,8,25,5,14,10,8,5.88,8,21,104,12,6,S,1,70,F,H,40165,39
2829,0,0,7,9,4,4,10,8.57,7.78,8.5,17,44,7,4,S,1,60,F,U,44284.5,13
2830,1,25,1,2,1,1,10,16,13,16,15,17,14,5,N,0,66,M,H,87767,3
2831,1,11,6,8,4,5,10,5.33,5.63,5,17,40,13,6,S,1,72,F,H,42613,13
2832,0,0,2,3,2,2,10,27.5,21.67,27.5,18,33,12,6,A,0,60,M,U,60513,5
2833,0,0,3,25,1,9,10,6.67,8.2,5,18,103,9,4,S,1,43,F,U,66661,34
2834,0,0,3,12,1,3,10,7.67,6.83,5,18,105,13,6,A,0,77,M,U,44284.5,15
2835,1,11,1,12,0,5,10,10,13.25,0,18,86,13,6,S,1,52,F,H,68375,17
2836,1,15,5,10,5,6,10,8.4,7.4,8.4,18,76,22,6,A,0,67,F,U,69585,16
2837,0,0,3,26,2,15,10,8.33,7.15,9,21,122,12,5,A,1,72,F,H,72339,41
2838,0,0,2,5,1,2,10,15,11,10,17,105,11,5,A,0,22,F,H,46071,7
2839,0,0,7,26,2,11,10,8.57,7.31,7.5,18,130,14,6,A,1,79,F,H,46071,37
2840,0,0,4,7,3,4,10,9.25,9.57,10.67,16,44,14,6,A,1,60,M,H,46250,11
2841,0,0,2,3,1,1,10,7.5,6.67,5,17,22,11,5,N,0,63,F,H,56172,4
2842,1,8,5,23,2,13,10,8.8,8.22,8.5,6,112,22,7,S,1,84,F,U,65500,36
2843,1,14,4,4,2,2,10,8.75,8.75,7.5,16,29,13,6,A,0,61,F,H,69121,6
2844,0,0,4,14,1,4,10,13,10.86,16,17,111,22,8,A,0,48,F,H,62793,18
2845,0,0,3,13,0,5,10,8.33,8.46,0,18,89,13,6,S,1,84,F,H,77654,18
2846,0,0,2,33,1,13,10,10,8.21,10,15,113,6,3,S,1,60,M,H,61655,46
2847,1,10,6,19,5,9,10,10.33,10.32,10.4,17,57,32,6,S,1,81,F,U,71014,28
2848,0,0,1,17,0,9,10,13,8.53,0,18,113,13,5,A,1,44,F,U,66944,26
2849,1,10,3,20,1,13,10,6.67,5.55,5,18,124,12,5,A,1,84,M,H,43191,33
2850,1,10,5,5,2,2,10,8.6,8.6,10,18,32,11,5,A,0,55,F,H,81042,7
2851,1,10,3,13,1,10,10,8.33,6.15,10,17,122,12,6,S,1,60,F,U,44284.5,23
2852,0,0,4,18,2,14,10,8.5,4.61,8.5,21,127,11,5,A,1,87,F,H,86725,32
2853,1,10,4,5,2,2,10,10,10,10,17,52,6,1,E,0,60,M,U,44284.5,7
2854,0,0,4,8,2,3,10,10.5,9.63,10,15,57,18,6,A,0,60,F,U,44284.5,11
2855,1,10,2,16,1,7,10,10,5.44,10,19,103,11,4,A,1,80,F,U,98951,23
2856,1,10,4,16,2,8,10,9.75,9.56,11,18,88,6,3,A,1,60,M,U,44284.5,24
2857,0,0,3,19,0,7,10,8.33,6.26,0,18,125,13,6,S,1,40,F,U,27897,26
2858,1,11,3,11,0,5,10,9.33,6,0,18,92,13,6,S,1,60,F,U,44284.5,16
2859,1,10,2,12,1,5,10,10,7.58,10,18,93,12,6,A,0,77,M,U,44284.5,17
2860,1,10,5,26,4,16,10,8.4,4.58,8,16,126,12,5,S,1,79,F,H,59493,42
2861,1,10,4,20,3,13,10,12.5,7.85,10,17,130,25,5,A,1,74,F,H,50546,33
2862,1,10,1,8,1,6,10,10,10.63,10,23,92,12,6,A,1,50,F,U,27096,14
2863,1,11,4,16,3,9,10,8.5,5.56,8,16,130,17,6,A,0,65,F,H,54425,25
2864,1,15,4,4,2,2,10,10,10,10,15,28,12,5,A,1,60,F,U,37766,6
2865,1,10,3,12,1,6,10,10.67,9.75,10,18,79,13,6,S,1,79,F,U,44284.5,18
2866,1,12,4,12,3,7,10,13,11.25,13.33,18,65,13,6,S,1,51,M,H,58656,19
2867,1,13,4,12,1,3,10,13.5,10.75,14,4,62,33,7,A,0,60,M,H,58656,15
2868,1,10,4,13,1,6,10,10,7.31,10,19,80,13,6,A,1,81,F,H,91886,19
2869,0,0,5,9,2,2,10,10.8,9.78,11.5,18,56,13,6,A,0,49,F,U,48209,11
2870,0,0,3,11,2,7,10,10.67,8.09,11,18,76,13,6,S,1,74,F,U,44284.5,18
2871,0,0,3,4,1,2,10,15,13.75,10,16,41,14,6,A,0,60,F,U,44284.5,6
2872,1,10,9,15,5,6,10,7.67,7.93,8.4,13,42,32,8,S,1,87,F,H,64766,21
2873,0,0,3,8,3,6,10,23.67,17.75,23.67,17,88,12,6,S,1,70,F,H,46712,14
2874,1,10,5,10,3,5,10,8,8.9,8.33,18,54,13,6,A,1,74,F,U,41535,15
2875,0,0,3,10,2,7,10,10.67,7.5,11,18,101,15,6,A,0,37,M,H,41535,17
2876,0,0,5,15,1,8,10,9.6,8,10,17,122,14,6,S,1,85,M,U,44284.5,23
2877,1,12,2,28,1,11,10,13.5,8.07,13,26,124,5,2,A,1,59,F,H,46887,39
2878,0,0,4,8,2,3,10,7,5.25,6.5,19,45,12,6,A,0,33,F,H,44777,11
2879,1,10,2,18,1,11,10,16,10.61,17,5,130,23,6,S,1,36,M,H,39562,29
2880,0,0,2,5,1,3,10,12.5,7.2,10,16,69,13,5,A,0,81,F,H,61929,8
2881,0,0,3,5,1,3,10,9,6.8,10,17,65,14,6,A,0,81,M,H,45463,8
2882,1,5,5,43,4,23,10,10,8.37,10,21,130,11,5,S,1,53,M,U,55033,66
2883,1,10,2,24,0,12,10,7.5,3.58,0,25,130,9,4,A,1,83,M,H,41240,36
2884,1,10,3,19,1,11,10,9,6.16,7,15,129,7,3,A,1,60,F,H,41210,30
2885,1,10,5,13,4,9,10,11,7.92,11.25,15,123,13,6,S,1,39,M,U,65846,22
2886,1,6,3,3,3,3,10,6.67,6.67,6.67,17,24,13,6,N,1,73,F,H,63159,6
2887,1,8,4,11,1,5,10,8.5,6.91,10,16,122,9,4,A,0,76,F,U,63159,16
2888,0,0,2,10,2,6,10,10,7.8,10,18,78,14,6,A,1,43,F,H,47473,16
2889,1,7,3,5,2,3,10,6.67,7,6.5,18,38,12,6,A,0,65,F,H,35263,8
2890,0,0,2,15,2,10,10,10,9.87,10,24,129,9,4,A,1,60,F,U,44284.5,25
2891,1,10,4,4,4,4,10,7.5,7.5,7.5,17,29,14,6,A,1,60,F,U,44284.5,8
2892,1,12,2,6,1,4,10,12.5,9.5,10,17,89,13,6,A,0,69,F,H,37990,10
2893,1,10,3,9,2,8,10,14,12.78,10,19,119,13,6,A,0,60,F,U,44284.5,17
2894,0,0,5,37,4,17,10,5.6,5.01,4.5,17,113,13,6,S,1,65,F,U,39375,54
2895,1,10,3,4,3,3,10,10,10,10,18,29,12,6,A,1,61,M,H,54684,7
2896,0,0,3,18,2,7,10,10,8.67,10,23,87,10,4,A,1,60,F,U,49907,25
2897,0,0,3,3,2,2,10,11.67,11.67,12.5,18,23,14,6,N,0,40,M,H,49907,5
2898,0,0,4,5,3,3,10,11.5,10.4,8.67,16,29,14,6,A,1,67,F,H,48438,8
2899,0,0,3,3,3,3,10,13.33,13.33,13.33,22,29,12,6,A,0,60,F,U,43750,6
2900,0,0,4,7,1,1,10,10,8.14,11,4,44,13,6,A,0,66,M,U,66505,8
2901,1,10,3,21,2,13,10,11,8.81,11,4,125,13,6,S,1,78,F,U,42305,34
2902,0,0,3,21,0,13,10,10,6.29,0,25,126,12,5,A,1,78,F,U,44596,34
2903,1,10,4,10,4,7,10,10,10.2,10,17,80,8,4,A,0,60,M,U,44284.5,17
2904,0,0,7,24,2,7,10,10.43,8.54,10.5,4,69,36,11,A,1,60,M,H,40375,31
