,Potential_Customer,C_ID,Cust_Last_Purchase,Pur_latest,Pur_3_years_Avg,Pur_5_years_Avg,Pur_3_years_Avg_Indirect,InAct_Last,InAct_First,Status_Cust,Status_Latest_Ad,Age,Gender,Cust_Prop,Cust_Ann_Income,Status_CustN,Total_Pur_3_years,Total_Pur_5_years,Total_Ad_Res_1_year,Total_Ad_Res_3_year,Total_Ad_Res_5_year
2076,0,60464,,20.0,20.0,20.0,20.0,22,29,A,0,,F,U,61541.0,A,4,4,14,34,32
2077,1,60490,60.0,45.0,45.0,17.33,,19,113,A,1,45.0,F,H,64942.0,A,1,20,19,32,92
2078,0,60507,,50.0,38.33,25.71,40.0,15,100,A,0,66.0,F,H,68517.0,A,4,9,21,51,92
2079,0,60506,,29.0,29.0,14.8,,18,93,A,1,,U,H,68517.0,A,1,8,19,36,74
2080,1,60526,6.0,6.0,6.0,5.5,6.0,16,57,A,1,52.0,M,H,40444.0,A,11,15,19,41,58
2081,0,60563,,15.0,15.0,8.92,,18,126,A,1,79.0,F,H,71503.0,A,1,22,17,34,97
2082,0,60555,,18.0,17.0,14.67,,18,41,A,0,,F,U,0.0,A,2,4,16,35,45
2083,0,60615,,30.0,21.5,17.8,,18,104,A,0,,F,H,79633.0,A,2,7,19,38,82
2084,0,60610,,25.0,25.0,26.67,25.0,18,80,A,0,57.0,F,U,0.0,A,4,11,19,52,82
2085,0,60603,,20.0,15.0,11.67,20.0,26,43,A,0,67.0,F,H,79633.0,A,3,4,15,44,47
2086,0,60657,,60.0,60.0,36.38,,18,114,A,0,76.0,F,H,59896.0,A,1,12,21,43,96
2087,0,60638,,6.0,7.0,6.5,6.5,17,44,A,0,78.0,F,U,59896.0,A,7,11,18,46,52
2088,0,188215,,10.0,8.25,6.41,8.25,15,107,E,1,30.0,M,U,0.0,Others,8,31,6,18,60
2089,1,60684,5.0,20.0,16.5,13.0,13.0,19,86,A,0,40.0,F,H,90213.0,A,3,12,19,48,79
2090,1,60694,25.0,30.0,27.5,20.78,27.5,21,112,A,1,,F,U,0.0,A,4,17,19,47,97
2091,1,60708,5.0,3.0,3.2,3.12,3.0,15,53,S,1,,U,H,64940.0,S,15,25,19,50,60
2092,1,2853,10.0,10.0,8.83,7.77,10.0,7,121,A,1,,F,U,0.0,A,10,33,27,58,110
2093,0,60755,,25.0,22.5,14.33,22.5,18,105,A,0,48.0,F,U,0.0,A,4,11,19,50,81
2094,0,60747,,20.0,15.0,9.9,,18,78,S,1,61.0,U,U,0.0,S,1,14,15,36,76
2095,1,60738,5.0,7.0,5.67,5.25,5.0,19,40,S,1,48.0,F,U,0.0,S,8,11,18,47,46
2096,0,60828,,11.0,11.0,9.18,11.0,21,93,A,1,,M,U,56679.0,A,8,28,19,51,92
2097,1,60859,10.0,7.0,6.5,5.2,6.71,16,105,S,1,50.0,F,H,74255.0,S,15,25,20,47,72
2098,1,60897,5.0,5.0,3.29,3.22,3.0,18,93,S,1,,F,U,0.0,S,13,42,10,36,79
2099,1,60884,15.0,20.0,16.8,14.83,18.5,16,45,A,0,,F,H,59106.0,A,7,9,21,42,47
2100,0,60922,,5.0,8.75,7.62,7.5,18,88,S,1,65.0,F,U,45936.0,S,6,29,19,52,91
2101,1,185880,13.0,15.0,15.0,10.13,,6,100,A,0,79.0,M,U,45936.0,A,1,12,22,35,78
2102,0,60940,,20.0,20.0,14.25,,26,74,A,0,43.0,M,U,0.0,A,1,6,13,26,57
2103,0,60934,,20.0,10.0,10.0,5.0,20,33,A,1,55.0,F,H,43796.0,A,5,5,18,40,36
2104,0,60977,,10.0,10.0,7.0,10.0,19,129,S,1,,F,U,59274.0,S,4,25,15,44,90
2105,0,61004,,5.0,7.67,6.89,6.5,17,102,A,1,,U,U,52559.0,A,5,16,19,42,83
2106,0,60980,,15.0,15.0,15.0,15.0,21,21,F,0,27.0,M,H,52559.0,Others,2,2,11,21,18
2107,0,61040,,25.0,22.5,14.25,,19,65,A,0,83.0,U,U,0.0,A,2,9,21,42,77
2108,0,61039,,9.0,12.25,8.5,9.0,15,63,A,0,42.0,M,U,52305.0,A,5,14,19,49,70
2109,1,61026,20.0,20.0,20.0,20.0,20.0,16,16,F,0,,F,U,52305.0,Others,2,2,18,25,21
2110,1,61108,7.0,8.0,7.2,7.2,6.5,16,33,A,1,60.0,M,H,45576.0,A,7,7,20,43,39
2111,1,188988,7.0,5.0,7.33,6.29,7.33,4,69,S,1,,U,U,0.0,S,9,23,10,28,49
2112,0,61144,,28.0,28.0,28.0,28.0,16,16,F,0,,M,U,0.0,Others,2,2,17,24,20
2113,1,61421,20.0,20.0,18.5,17.17,,18,63,A,0,79.0,F,H,55011.0,A,2,7,14,30,54
2114,1,61191,10.0,5.0,5.67,6.58,7.0,15,126,S,1,78.0,F,U,0.0,S,4,27,10,28,64
2115,1,89924,5.0,5.0,5.0,5.09,5.0,21,36,S,1,,F,U,0.0,S,15,17,18,46,44
2116,1,61232,10.0,10.0,10.0,9.25,10.0,21,124,A,1,52.0,F,H,71115.0,A,2,36,15,36,103
2117,0,61220,,25.0,20.5,16.2,20.5,24,57,A,0,57.0,M,H,71115.0,A,4,8,17,50,60
2118,1,44088,10.0,10.0,10.0,7.69,10.0,19,67,S,1,61.0,M,H,71115.0,S,7,26,19,49,78
2119,0,61298,,10.0,16.67,17.14,16.67,23,113,A,1,79.0,M,U,64451.0,A,6,25,16,45,99
2120,1,61275,12.0,12.0,9.5,7.64,9.5,15,69,A,1,49.0,M,U,0.0,A,8,18,19,51,78
2121,0,61256,,35.0,25.0,25.0,15.0,18,33,A,0,61.0,M,H,64451.0,A,4,4,19,47,43
2122,0,61270,,31.0,31.0,24.4,,25,64,A,0,45.0,M,H,66579.0,A,1,7,17,37,70
2123,0,61038,,18.0,14.67,11.17,,26,57,A,0,66.0,M,U,53576.0,A,3,7,15,36,62
2124,1,61338,5.0,5.0,5.4,5.13,5.67,19,75,S,1,40.0,M,H,46639.0,S,8,24,18,47,77
2125,0,61363,,17.0,17.0,11.0,,26,66,A,0,72.0,F,U,45142.0,A,1,4,13,27,53
2126,0,61380,,10.0,6.2,5.21,5.0,15,124,S,1,81.0,F,H,31019.0,S,7,23,17,42,89
2127,0,61372,,15.0,9.0,7.75,8.33,15,40,A,1,55.0,F,H,31019.0,A,8,12,17,46,48
2128,1,61423,15.0,11.0,13.0,8.6,,15,80,A,0,51.0,M,H,41225.0,A,2,6,17,28,52
2129,1,61488,7.0,10.0,7.83,5.4,8.0,24,122,S,1,76.0,M,H,51305.0,S,10,45,19,49,108
2130,0,61483,,5.0,6.67,5.6,6.67,16,45,A,1,58.0,M,H,51305.0,A,6,9,20,45,50
2131,1,61480,21.0,15.0,12.5,12.5,12.5,21,33,A,0,47.0,U,H,51305.0,A,4,4,15,38,37
2132,0,61492,,20.0,15.0,10.5,20.0,24,41,A,0,41.0,F,H,56098.0,A,3,6,17,44,45
2133,0,61632,,30.0,18.5,14.0,,19,44,A,0,,M,U,0.0,A,2,4,19,36,46
2134,1,61536,25.0,15.0,12.5,12.5,10.0,18,33,A,0,,M,U,0.0,A,3,3,14,35,32
2135,0,61584,,15.0,15.0,11.5,,19,72,A,0,52.0,M,H,51806.0,A,1,6,14,27,56
2136,1,61586,10.0,15.0,15.0,12.63,,18,81,A,1,67.0,F,H,50956.0,A,2,12,17,34,75
2137,0,188944,,15.0,20.0,14.56,20.0,4,122,A,1,64.0,M,U,50956.0,A,3,27,25,54,106
2138,0,61626,,6.0,6.25,6.33,5.67,18,129,S,1,,F,H,83231.0,S,7,48,11,32,94
2139,0,61614,,20.0,20.0,17.14,20.0,19,44,A,1,48.0,M,H,83231.0,A,4,10,19,52,58
2140,0,61601,,15.0,15.0,15.0,,15,15,E,0,,F,U,83231.0,Others,1,1,9,11,12
2141,0,61630,,12.0,11.33,11.33,11.0,18,24,N,0,,F,U,0.0,Others,5,5,19,35,31
2142,0,61652,,20.0,20.0,20.0,,15,15,E,0,59.0,M,H,56335.0,Others,1,1,11,13,14
2143,0,61776,,15.0,15.0,15.0,15.0,16,16,F,0,67.0,M,H,56335.0,Others,2,2,15,22,18
2144,0,186693,,20.0,23.5,17.64,22.0,8,125,A,0,78.0,M,H,47070.0,A,3,18,22,53,102
2145,1,61693,7.0,15.0,11.0,9.0,15.0,21,41,A,0,52.0,F,U,44742.0,A,4,6,18,42,41
2146,1,2499,5.0,5.0,6.8,5.64,,4,126,A,1,,F,H,55667.0,A,5,18,35,55,104
2147,0,59468,,15.0,16.25,13.57,,18,69,A,0,,M,U,54741.0,A,4,10,20,41,72
2148,1,61750,10.0,10.0,10.4,8.23,10.4,16,120,S,1,,U,U,0.0,S,10,37,20,52,107
2149,1,61745,20.0,20.0,17.5,17.5,,18,28,A,0,33.0,M,H,53504.0,A,2,2,14,27,30
2150,1,387,5.0,5.0,5.4,5.83,6.0,18,85,A,0,,F,U,53504.0,A,7,14,17,44,58
2151,1,13188,100.0,100.0,87.5,47.18,87.5,21,93,A,1,47.0,F,U,45767.0,A,4,20,35,67,117
2152,1,61805,5.0,5.0,3.17,2.63,3.0,18,117,S,1,,F,U,0.0,S,10,24,19,45,78
2153,1,61808,25.0,20.0,20.0,20.0,,20,20,F,0,48.0,M,H,49791.0,Others,1,1,14,20,20
2154,1,6325,15.0,12.0,11.0,14.0,11.0,17,81,A,1,67.0,F,H,32481.0,A,4,13,30,59,105
2155,0,61510,,5.0,8.0,7.0,8.0,16,23,N,0,,F,U,0.0,Others,4,5,17,26,23
2156,0,11620,,15.0,0.0,10.21,,10,99,A,1,82.0,U,U,0.0,A,0,21,32,32,110
2157,0,61616,,15.0,15.0,13.0,,26,56,A,0,48.0,M,H,41003.0,A,1,5,14,34,61
2158,0,61923,,15.0,14.0,11.33,,21,68,A,1,72.0,M,H,42903.0,A,2,8,16,34,66
2159,1,61933,20.0,20.0,20.0,20.0,20.0,19,29,A,0,,M,H,62349.0,A,3,3,14,33,31
2160,0,61941,,25.0,25.0,25.0,25.0,22,33,A,0,32.0,M,H,55485.0,A,4,4,18,44,41
2161,1,61962,25.0,16.0,15.25,12.67,15.33,25,52,S,1,,F,U,0.0,S,7,18,19,51,64
2162,0,61955,,20.0,20.0,20.0,20.0,24,24,N,0,45.0,F,H,51293.0,Others,2,2,11,25,22
2163,0,61953,,15.0,5.0,10.0,5.0,17,21,N,0,,F,U,0.0,Others,2,3,19,31,27
2164,1,10064,18.0,18.0,0.0,13.0,,26,45,A,0,,F,H,48175.0,A,0,7,17,17,55
2165,1,62056,7.0,7.0,7.0,4.63,7.0,17,113,S,1,51.0,M,U,49195.0,S,5,26,17,38,90
2166,1,62084,20.0,14.0,14.5,13.42,15.0,18,65,S,1,,M,U,44133.0,S,3,19,20,51,80
2167,0,62115,,10.0,9.75,6.71,10.0,16,105,S,1,67.0,M,U,47016.0,S,5,27,20,49,95
2168,0,62119,,20.0,20.0,9.0,20.0,16,127,S,1,83.0,F,U,47016.0,S,3,24,18,44,104
2169,0,62117,,11.0,11.5,7.64,12.0,26,125,A,1,37.0,F,H,47016.0,A,3,22,13,41,89
2170,0,62111,,20.0,9.8,9.0,6.0,18,39,A,1,74.0,F,U,47016.0,A,7,8,19,47,45
2171,0,62107,,15.0,15.0,15.0,15.0,16,16,F,0,27.0,F,H,47016.0,Others,2,2,15,22,18
2172,0,62135,,26.0,23.5,14.88,23.5,22,92,A,0,52.0,M,H,47949.0,A,4,13,18,48,76
2173,0,62133,,25.0,17.5,17.5,10.0,15,23,N,0,55.0,M,U,47949.0,Others,3,3,19,29,26
2174,0,62152,,10.0,10.5,8.25,11.0,18,130,S,1,73.0,M,H,56021.0,S,6,28,22,50,106
2175,0,62171,,20.0,20.0,16.6,20.0,25,127,A,1,43.0,U,U,0.0,A,4,16,17,50,97
2176,0,62209,,9.0,7.33,8.13,7.0,19,112,S,1,37.0,F,U,32420.0,S,9,36,16,47,112
2177,0,62240,,15.0,12.5,10.12,13.0,21,113,A,1,45.0,F,H,70892.0,A,7,29,18,48,98
2178,0,62238,,5.0,4.75,3.52,4.67,20,104,S,1,,M,H,70892.0,S,7,33,17,45,98
2179,1,62232,19.0,17.0,17.0,14.6,20.0,16,51,A,0,55.0,F,H,70892.0,A,4,7,17,44,55
2180,0,62265,,25.0,19.0,10.82,20.0,18,128,S,1,76.0,M,H,42194.0,S,5,26,19,52,107
2181,0,62247,,10.0,7.33,7.33,6.0,16,24,N,1,52.0,F,H,42194.0,Others,5,5,17,31,29
2182,0,188065,,20.0,20.0,20.71,20.0,16,105,E,0,,F,U,0.0,Others,2,12,7,19,54
2183,0,62281,,15.0,17.5,17.5,17.5,18,22,N,0,,F,U,46146.0,Others,4,4,19,31,25
2184,1,62295,20.0,30.0,27.67,25.5,27.67,17,44,S,1,41.0,F,H,42009.0,S,6,10,19,47,55
2185,1,62311,12.0,12.0,12.25,9.43,,15,57,A,0,,M,U,0.0,A,4,9,16,33,51
2186,1,188519,5.0,3.0,10.8,8.0,11.0,6,78,A,0,73.0,F,U,0.0,A,6,13,22,47,66
2187,0,62279,,22.0,20.67,18.36,20.0,18,123,A,0,83.0,F,U,0.0,A,4,17,20,48,101
2188,0,61997,,8.0,7.75,7.75,6.67,16,24,N,1,,F,U,0.0,Others,7,7,20,37,32
2189,1,62349,50.0,35.0,30.0,30.0,30.0,22,33,A,0,66.0,M,H,52514.0,A,6,6,19,45,42
2190,1,62400,3.0,3.0,3.33,3.41,3.5,15,123,S,1,79.0,F,U,0.0,S,10,41,17,41,97
2191,0,62362,,20.0,20.0,13.67,20.0,16,57,S,1,56.0,M,H,51348.0,S,5,10,19,47,62
2192,1,62378,15.0,15.0,15.0,15.0,,20,20,F,0,57.0,F,H,62563.0,Others,1,1,11,18,17
2193,1,3931,10.0,15.0,15.0,17.5,15.0,21,50,F,0,,F,U,49240.0,Others,2,3,13,25,38
2194,0,62426,,10.0,7.0,5.83,10.0,19,53,A,1,19.0,M,H,49240.0,A,5,8,19,42,53
2195,0,62463,,15.0,12.75,11.0,12.0,23,43,A,0,54.0,F,H,53951.0,A,7,11,18,51,53
2196,0,62457,,15.0,15.0,15.0,15.0,23,23,N,0,59.0,M,H,53951.0,Others,2,2,11,25,23
2197,0,191649,,10.0,10.83,7.02,15.0,15,125,S,1,71.0,F,U,42373.0,S,8,68,18,48,116
2198,0,62506,,15.0,12.5,12.5,10.0,16,21,N,0,61.0,M,U,0.0,Others,3,3,15,25,24
2199,0,62568,,20.0,20.0,11.75,20.0,21,50,A,1,,F,H,43694.0,A,2,8,18,44,55
2200,0,62561,,25.0,28.0,28.0,28.5,18,36,A,0,76.0,M,U,43694.0,A,6,6,19,50,49
2201,0,62608,,32.0,25.0,25.0,30.0,20,28,A,1,81.0,F,H,47429.0,A,6,6,19,37,35
2202,0,62613,,5.0,5.6,5.6,6.5,20,33,S,1,38.0,F,U,38001.0,S,7,7,16,41,37
2203,0,62610,,5.0,6.0,5.83,7.0,18,31,A,0,56.0,F,H,38001.0,A,7,8,18,38,34
2204,0,62665,,15.0,16.5,13.8,16.5,18,65,A,0,62.0,M,H,45925.0,A,4,8,19,48,68
2205,0,62686,,20.0,16.5,8.27,,17,122,A,1,63.0,F,H,40313.0,A,2,22,19,38,97
2206,0,62689,,15.0,15.0,13.18,15.0,19,122,S,1,49.0,F,U,41023.0,S,5,27,19,50,109
2207,0,62687,,7.0,8.67,8.44,14.0,15,69,A,0,,F,H,41023.0,A,4,12,20,44,69
2208,0,62699,,2.0,3.29,3.38,2.67,16,128,S,1,17.0,F,U,46771.0,S,10,39,19,49,106
2209,1,62704,12.0,13.0,11.5,10.2,11.33,21,45,A,0,52.0,M,H,46563.0,A,7,9,18,42,48
2210,1,62721,6.0,9.0,7.57,6.4,7.2,15,129,S,1,,U,U,41365.0,S,12,41,16,44,105
2211,1,62741,11.0,12.0,10.5,8.5,9.5,18,93,S,1,,M,U,0.0,S,6,30,19,52,97
2212,0,62745,,15.0,15.0,15.0,15.0,23,23,N,0,,U,U,0.0,Others,2,2,11,21,18
2213,1,62760,5.0,5.0,4.33,3.7,4.33,16,127,S,1,,M,H,46058.0,S,6,35,20,44,98
2214,1,187571,26.0,25.0,19.67,19.67,19.67,18,41,E,1,,U,U,0.0,Others,6,12,7,19,22
2215,1,62786,11.0,7.0,11.17,8.24,12.0,19,64,S,1,62.0,F,U,0.0,S,9,25,20,50,71
2216,1,62795,20.0,20.0,20.0,20.0,20.0,15,28,A,1,,F,U,47212.0,A,5,6,18,39,35
2217,0,36518,,15.0,15.0,15.0,15.0,19,32,S,1,,M,U,0.0,S,6,6,19,45,44
2218,0,62924,,9.0,7.2,5.9,7.33,20,125,S,1,66.0,F,H,48911.0,S,8,33,16,47,104
2219,1,62928,15.0,15.0,15.0,9.17,15.0,19,128,A,1,51.0,F,H,48911.0,A,2,36,16,34,99
2220,0,62925,,5.0,5.25,3.07,6.0,15,126,A,1,37.0,F,H,48911.0,A,7,25,16,37,86
2221,0,62917,,16.0,16.0,10.65,,19,77,A,1,45.0,M,H,48911.0,A,1,16,19,38,81
2222,0,62909,,20.0,20.0,16.17,,26,56,A,0,,M,U,48911.0,A,1,7,15,36,61
2223,1,62932,10.0,5.0,8.6,8.0,7.0,17,41,A,1,,M,U,0.0,A,8,10,13,38,40
2224,0,62961,,14.0,12.67,10.25,12.67,20,53,A,1,51.0,F,U,0.0,A,6,8,18,36,44
2225,1,63000,25.0,20.0,20.0,20.0,,20,20,F,0,,U,U,0.0,Others,1,1,14,20,21
2226,0,62827,,10.0,10.0,10.0,10.0,15,21,N,0,,F,U,0.0,Others,4,4,17,27,25
2227,0,63039,,15.0,15.0,15.0,15.0,20,20,F,0,51.0,M,H,49059.0,Others,2,2,14,24,22
2228,1,63113,5.0,5.0,5.17,5.38,5.0,20,129,S,1,69.0,M,U,59357.0,S,11,52,16,47,114
2229,0,63112,,10.0,10.0,6.15,10.0,21,124,A,1,71.0,F,H,59357.0,A,6,33,16,44,101
2230,1,63107,10.0,8.0,7.33,4.73,7.17,18,122,S,1,70.0,M,H,59357.0,S,15,49,19,48,102
2231,1,63104,40.0,32.0,26.33,12.8,26.33,16,127,A,1,51.0,M,U,59357.0,A,6,28,20,53,109
2232,0,63091,,100.0,45.0,27.0,17.5,18,52,A,1,66.0,F,U,59357.0,A,5,9,21,54,65
2233,0,63085,,6.0,25.0,18.67,30.0,19,32,A,0,65.0,M,U,59357.0,A,3,4,18,37,35
2234,0,63140,,10.0,10.0,9.8,,26,120,A,1,37.0,F,H,56339.0,A,1,24,13,30,94
2235,1,4588,15.0,25.0,12.33,12.44,12.5,5,123,A,1,81.0,M,U,0.0,A,5,43,47,78,163
2236,0,63155,,10.0,5.75,3.65,,18,128,S,1,,F,H,46400.0,S,4,21,21,42,93
2237,0,63147,,20.0,18.5,11.92,18.0,17,65,S,1,85.0,F,H,46400.0,S,7,19,20,51,77
2238,0,63161,,10.0,15.0,13.33,16.67,18,41,A,0,,M,U,46280.0,A,8,10,19,46,49
2239,0,63186,,12.0,11.0,7.45,,17,101,A,1,,F,U,37273.0,A,2,17,19,39,90
2240,0,63185,,3.0,4.4,3.81,3.0,15,65,S,1,36.0,F,U,0.0,S,6,22,15,46,68
2241,0,63200,,15.0,15.0,11.93,,19,79,A,1,,F,U,42516.0,A,2,20,19,38,83
2242,1,59811,5.0,3.0,17.67,15.29,25.0,15,52,A,0,,F,U,0.0,A,4,10,17,50,60
2243,1,63216,5.0,7.0,6.0,5.8,5.67,16,28,A,1,,M,H,46731.0,A,7,8,19,38,34
2244,0,63238,,15.0,12.5,7.22,,18,123,A,1,65.0,F,H,46584.0,A,2,14,13,29,68
2245,1,63267,10.0,10.0,10.0,10.8,10.0,16,80,S,1,65.0,F,H,34761.0,S,2,14,12,43,77
2246,0,63286,,50.0,55.0,40.0,55.0,24,113,A,0,55.0,M,H,43000.0,A,4,11,18,49,83
2247,0,63300,,30.0,20.0,15.0,,26,43,A,0,39.0,M,H,58821.0,A,2,4,16,36,49
2248,0,63292,,25.0,25.0,25.0,25.0,21,21,F,0,76.0,M,H,58821.0,Others,2,2,16,26,23
2249,1,63308,10.0,10.0,10.0,8.0,10.0,21,80,S,1,74.0,M,H,58821.0,S,5,14,18,46,77
2250,0,63358,,16.0,13.0,13.0,,19,28,A,0,59.0,F,H,0.0,A,2,2,14,27,30
2251,0,63380,,12.0,10.33,9.0,10.0,18,40,A,0,,F,U,0.0,A,8,11,20,49,52
2252,0,63397,,35.0,32.5,20.0,,18,80,A,0,57.0,F,U,41855.0,A,2,7,19,41,82
2253,0,63420,,50.0,35.0,21.31,,18,105,A,1,75.0,F,H,50242.0,A,1,18,12,29,64
2254,0,59178,,8.0,7.4,7.4,7.5,15,32,S,1,,U,U,0.0,S,9,9,17,38,36
2255,1,63436,51.0,15.0,15.0,11.67,15.0,22,52,A,0,67.0,F,U,0.0,A,3,5,14,32,43
2256,0,63430,,15.0,0.0,15.0,,19,19,F,0,,M,U,43363.0,Others,0,1,14,14,16
2257,1,63542,26.0,25.0,21.67,14.56,22.5,17,93,A,0,49.0,F,H,60290.0,A,5,15,20,48,86
2258,0,63288,,10.0,8.67,5.45,,27,125,A,1,80.0,F,H,60290.0,A,3,29,13,33,93
2259,1,63572,12.0,13.0,11.67,5.82,12.0,24,113,S,1,56.0,F,H,64484.0,S,5,20,16,45,84
2260,0,63557,,20.0,20.0,16.4,20.0,22,44,A,0,49.0,F,U,0.0,A,5,7,18,47,51
2261,0,63659,,10.0,13.0,7.33,10.0,18,128,A,0,38.0,M,H,43971.0,A,3,18,17,42,95
2262,0,63643,,15.0,15.0,15.0,,27,32,A,0,57.0,M,H,43971.0,A,2,2,13,27,31
2263,1,63725,25.0,25.0,25.0,25.0,25.0,21,21,F,0,74.0,M,U,0.0,Others,2,2,16,26,24
2264,1,3550,10.0,10.0,15.0,11.5,,15,90,A,1,86.0,M,U,41875.0,A,1,7,30,44,83
2265,0,63739,,11.0,11.33,11.16,11.0,22,91,S,1,70.0,F,U,39000.0,S,9,27,18,49,87
2266,0,63757,,23.0,20.0,20.0,20.0,18,35,A,0,,F,U,0.0,A,6,6,19,44,41
2267,1,63612,18.0,16.0,16.0,13.5,,18,40,A,0,29.0,F,U,43357.0,A,1,2,14,29,37
2268,0,63790,,35.0,35.0,19.46,,25,127,A,1,,F,H,42394.0,A,1,20,18,40,111
2269,0,63799,,8.0,10.0,10.56,8.25,22,44,A,1,35.0,F,U,41250.0,A,11,13,18,49,54
2270,0,63813,,7.0,6.5,6.4,7.0,18,32,A,0,,F,H,48532.0,A,5,6,19,39,35
2271,0,63830,,10.0,10.0,8.24,10.0,21,124,A,1,,F,U,56637.0,A,2,28,15,35,93
2272,0,63854,,16.0,13.0,10.5,16.0,21,98,A,0,,F,U,0.0,A,3,10,7,23,62
2273,1,63865,12.0,12.0,12.0,5.58,12.0,18,128,A,1,62.0,M,U,44409.0,A,2,31,17,41,99
2274,0,63911,,20.0,20.0,20.0,20.0,21,21,F,0,79.0,F,H,43100.0,Others,2,2,14,24,20
2275,1,63941,10.0,10.0,10.8,8.16,10.25,21,124,S,1,,F,U,0.0,S,9,33,18,49,104
2276,0,63951,,15.0,15.0,11.67,15.0,20,41,A,0,35.0,M,H,65581.0,A,4,6,14,41,45
2277,1,63971,4.0,4.0,4.8,4.5,5.0,15,29,A,1,55.0,M,U,0.0,A,9,10,19,38,35
2278,1,63990,30.0,25.0,23.33,23.33,,19,32,A,0,53.0,M,U,42507.0,A,3,3,19,34,37
2279,1,64008,35.0,21.0,17.0,19.0,15.0,15,31,A,0,35.0,M,H,37546.0,A,4,5,17,39,36
2280,0,64002,,15.0,15.0,15.0,,16,16,F,0,,F,U,37546.0,Others,1,1,15,20,18
2281,1,186334,10.0,5.0,12.5,8.95,15.0,9,101,A,1,78.0,M,U,0.0,A,3,25,24,53,100
2282,0,64145,,15.0,15.0,9.1,,19,105,A,1,51.0,M,H,46594.0,A,1,15,19,33,79
2283,0,11455,,15.0,10.0,10.0,,19,28,A,0,65.0,M,U,46594.0,A,2,3,17,29,43
2284,0,64062,,10.0,10.0,9.14,10.0,16,77,S,1,40.0,M,H,53270.0,S,6,25,19,47,84
2285,1,64058,20.0,15.0,12.5,10.0,15.0,21,45,A,0,41.0,F,H,53270.0,A,3,5,16,35,39
2286,1,64074,10.0,15.0,15.0,15.0,,27,27,N,0,,F,H,32294.0,Others,1,1,10,23,25
2287,1,64115,15.0,15.0,13.33,7.5,10.0,19,127,A,0,72.0,M,H,41228.0,A,4,20,11,41,88
2288,0,64124,,17.0,18.5,15.4,18.5,23,53,A,0,70.0,F,U,0.0,A,4,9,18,49,64
2289,0,64153,,14.0,13.0,8.29,13.0,15,127,A,1,65.0,F,U,56210.0,A,6,40,17,45,113
2290,0,64141,,50.0,37.5,18.13,25.0,19,80,A,1,51.0,M,H,56210.0,A,3,13,19,51,83
2291,1,64170,15.0,15.0,18.4,16.29,15.67,25,52,A,0,67.0,F,H,45788.0,A,8,12,18,49,62
2292,1,64166,23.0,19.0,18.25,16.6,19.0,18,41,A,0,80.0,M,U,45788.0,A,5,7,19,48,50
2293,1,64162,10.0,10.0,9.4,9.4,9.25,17,30,A,1,,F,U,45788.0,A,9,9,16,37,35
2294,1,64161,11.0,11.0,11.0,9.5,11.0,19,31,A,0,69.0,M,H,45788.0,A,4,5,18,38,34
2295,1,4026,2.0,2.0,3.54,3.22,3.67,15,129,S,1,68.0,F,H,51091.0,S,22,92,17,45,122
2296,1,64203,6.0,4.0,6.44,6.19,6.38,15,130,S,1,61.0,M,U,51091.0,S,17,59,21,51,119
2297,0,64192,,10.0,10.0,7.83,10.0,17,52,A,1,69.0,M,H,51091.0,A,5,9,20,46,58
2298,1,171397,25.0,25.0,23.33,29.0,22.5,16,45,A,0,35.0,M,H,51091.0,A,5,8,13,37,41
2299,1,64224,20.0,15.0,11.67,12.83,11.67,20,76,A,1,59.0,F,H,45235.0,A,6,11,19,43,70
2300,1,64212,20.0,17.0,15.67,15.67,17.0,22,32,A,0,71.0,F,H,45235.0,A,4,4,18,44,40
2301,0,43647,,15.0,16.0,12.13,14.5,15,121,N,0,83.0,F,U,0.0,Others,7,22,35,66,126
2302,1,64261,10.0,10.0,7.5,5.63,5.0,16,128,S,1,,F,H,43112.0,S,5,36,10,34,86
2303,0,64305,,20.0,20.0,20.0,20.0,16,16,F,0,49.0,M,H,44421.0,Others,2,2,17,24,20
2304,0,64391,,11.0,10.6,7.84,10.33,15,130,L,1,35.0,F,U,54926.0,Others,8,65,12,40,109
2305,1,64388,14.0,14.0,13.0,8.22,14.0,21,128,A,1,77.0,M,U,54926.0,A,3,37,17,43,109
2306,1,64419,14.0,14.0,14.0,10.22,14.0,16,80,A,0,,M,U,57372.0,A,3,12,21,49,76
2307,1,64400,21.0,15.0,0.0,15.0,,22,22,N,0,40.0,M,U,0.0,Others,0,1,11,11,19
2308,0,11500,,20.0,22.5,15.64,,20,102,A,0,,F,H,57372.0,A,2,13,24,46,111
2309,0,190295,,16.0,15.0,13.0,,18,81,E,0,61.0,U,U,0.0,Others,2,6,6,14,39
2310,1,64441,10.0,10.0,10.0,5.43,,20,122,S,1,43.0,M,U,44559.0,S,2,25,19,37,95
2311,1,64430,13.0,10.0,12.5,11.67,15.0,15,17,N,0,,F,U,0.0,Others,3,4,17,23,21
2312,0,64444,,20.0,20.0,12.5,,18,35,A,0,57.0,F,H,50030.0,A,1,2,15,27,29
2313,1,64442,8.0,10.0,10.0,8.0,10.0,17,20,N,0,45.0,M,H,50030.0,Others,4,5,20,32,28
2314,1,64467,12.0,10.0,10.0,12.69,,18,90,A,1,49.0,F,U,0.0,A,1,20,9,18,58
2315,0,64463,,11.0,9.71,8.89,10.5,15,63,A,1,,F,U,0.0,A,11,15,20,40,55
